"","X.1","X","ResponseId","Q141_First.Click","Q141_Last.Click","Q141_Page.Submit","Q141_Click.Count","label1_1","label2_1","label3_1","severe","likelihood1","likelihood2","likelihood3","likelihood4","adjustMyTreatment1","adjustMyTreatment2","adjustMyTreatment3","adjustMyTreatment4","concernsOpen","treat1_1","treat2_1","treatSum_1","treatAvg_1","treatmentWhy_1","initiative_1","exaggerate_1","honest_1","clearer_1","givingUp_1","lazy_1","motivated_1","healthImproves_1","attributions_1","treat1_2","treat2_2","treatSum_2","treatAvg_2","treatmentWhy_2","initiative_2","exaggerate_2","honest_2","clearer_2","givingUp_2","lazy_2","motivated_2","healthImproves_2","attributions_2","moveForwardOpen","label1_2","label2_2","label3_2","ladderDave","insurance_Patient","incomeDave","ed_Patient","manipulationCheck","healthLit_Patient","perspective1","perspective2","perspective3","perspective4","perspective5","perspective6","age_Self","gender_Self","gender_5_TEXT","race_Self","race_6_TEXT","race_7_TEXT","ladder_Self","income_Self","incomeYouth","ed_Own","ed_Dad","ed_Mom","politics_Self","telemed","patient","conditionRace","conditionSES","likelihood2Recode","likelihood3Recode","bias","raceFactor","incomeFactor","edParent","treatRecode1_1","treatRecode2_1","treatRecode1_2","treatRecode2_2","study","Duration..in.seconds.","Finished","RecordedDate","patientId_1","feelingTherm_1_1","feelingTherm_1_2","feelingTherm_1_3","feelingTherm_1_4","feelingTherm_1_5","feelingTherm_1_6","feelingTherm_1_7","feelingTherm_1_8","feelingTherm_1_9","feelingTherm_1_10","feelingTherm_1_11","therm_1","therm_2","therm_3","therm_4","therm_5","therm_6","therm_7","therm_8","therm_9","therm_10","therm_11","feelingTherm","incapable_1","deserve_1","difficult_1","busy_1","intelligent_1","notes_1","incapable_2","deserve_2","difficult_2","busy_2","intelligent_2","notes_2","ladder_Patient","income_Patient","idRecall_1","idRecall_2","idRecall_3","load_Effort_1","load_Difficulty_1","gender_Self_5_TEXT","race_Self_6_TEXT","race_Self_7_TEXT","income_Youth","Patient2Name","Condition","Patient2","aid","cogLoad","loadCondition","manipulationCheck_m","manipulationCheck_f","Gender","SES","jobTitle","jobTitle_6_TEXT","specialtyField","ladder_Childhood","politics_Own","yearsWork_1","specialty","jobTitle.1","yearsWorkCurrent_1","workWhere","workInsurancePercent_1","trainingDegree","trainingWhere","trainingWhere_US","trainingWhere_notUS","ref","Race"
"11",11,11,"R_1eF7mRfDe5Beg6X",0,0,8.552,0,"man","middle-age","working",3,3,3,3,2,4,2,1,1,"He may have a job based on his attire, so I would be concerned about that",7,8,2,1,"It does not seem that the pain is extremely severe",5,3,4,4,1,2,2,4,4,7,8,2,1,"He did not try the treatment in the first place, so I recommend he try it again.",5,3,4,4,3,3,2,4,2,"I would prescribe the same medication. There is no way to know If it works if he did not take it","man","middle-age","working",7,1,5,3,"Dave",3,2,2,2,4,2,4,18,"Female","",1,"","",7,NA,NA,2,NA,NA,3,4,"White High SES","White","High SES",3,3,6,"White/Caucasian",NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,12,"R_2B5O4QqfujH43y1",0,0,6.839,0,"white","man","beard",3,3,3,3,3,4,4,4,4,"Figuring out the cause of his pain and the most accessible/realistic path for treatment.",7,8,2,1,"He has localized pain to an area on his back so trying a topical treatment just to that area would be my top recommendation. Then, acetaminophen would be my second choice to deal with generalized pain as well.",4,3,3,2,2,3,3,4,2,7,8,2,1,"He did not even try the medication I recommended last time, so I would advise he still try them before I change the prescriptions. ",4,3,3,2,3,4,2,3,2,"I would say that I cannot make progress with him if he does not does his part by putting in the effort to following through on the treatment. ","complacent","man","pained",5,3,4,2,"Dave",2,2,2,3,3,2,4,20,"Female","",2,"","",7,4,4,3,4,4,3,3,"White Low SES","White","Low SES",3,3,6,"Asian/Asian American","$50,001 - $75,000",4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,13,"R_3DpPJmOMHYXOAnV",0,0,5.727,0,"man","pain","back",2,3,5,5,3,4,4,1,1,"Health insurance",7,8,2,1,"If the pain is mild, I believe the best thing to do is use some sort of treatment and mild over the counter medication before using stronger medications.",3,3,3,4,1,1,3,5,5,6,8,3,1.5,"Topical agent helps soothe pain to supplement the stronger medication in tier 2",3,3,3,3,3,3,3,4,5,"Ask him if there are any changes we can make to ensure he remembers to use the treatments as advised, find a solution to that works with Dave's environment and schedule","man","pain","back",5,4,2,2,"Dave",4,2,4,2,2,2,2,21,"Female","",2,"","",7,1,7,2,4,4,2,5,"Black Low SES","Black","Low SES",1,1,2,"Asian/Asian American","less than $15,000",4,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,14,"R_1GwflsYcNJEZ087",0,0,5.216,0,"young","healthy","middle-class",3,2,3,4,1,2,2,2,2,"whether he would comply with taking medication consistently ",7,8,2,1,"I refrain from prescribing opioids due to likelihood of addiction ",3,2,5,4,1,2,4,5,2,5,7,3,1.5,"I continued to give him acetaminophen for pain reflief, and prescribed a weak opioid, hoping that he will be consistent with my suggested treatment plan and he won't need any stronger opioids ",4,2,4,3,2,3,2,5,2,"emphasize the importance of consistency because the medications themselves will not magically work ","busy","unmotivated","carefree",7,1,5,3,"Dave",6,4,4,4,2,4,3,21,"Female","",2,"","",3,1,4,3,3,2,3,4,"White High SES","White","High SES",3,2,5,"Asian/Asian American","less than $15,000",2.5,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,15,"R_1mCT4AHc1eexht0",0,0,5.647,0,"mid 20s","healthy","male",2,3,3,3,3,4,4,4,4,"",7,8,2,1,"",2,3,4,4,1,3,4,5,2,1,6,6,3,"",2,3,NA,4,1,4,4,5,3,"","skinny","healthy","male",6,3,2,2,"Dave",5,4,4,4,3,3,3,22,"Female","",4,"","",7,2,3,3,2,2,2,3,"White Low SES","White","Low SES",3,3,6,"Hispanic/Latinx","$15,000 - $30,000",2,1,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,16,"R_W1Binppv460pKrT",4.352,4.352,5.811,1,"Older","Black","Male",2,4,5,5,1,4,4,4,4,"Treatment works with his work-life balance",7,8,2,1,"Do not want to overprescribe opioids as they are highly addictive",4,1,5,1,1,1,4,5,4,6,8,3,1.5,"Elevating level of care to match his busy-ness level but don't want to overprescribe addictive medicine",4,2,5,1,1,4,4,5,2,"Keep medication the same, but really emphasize that he needs to actually use the medication he has","Busy","Black","Male",7,1,5,3,"Dave",7,5,5,5,1,5,1,22,"Female","",6,"white/asian","",7,6,6,3,4,3,2,5,"Black High SES","Black","High SES",1,1,2,"Multiracial","$100,001 - $150,000",3.5,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,17,"R_018A4VHm2oY1nfX",0,0,8.611,0,"back","pain","lower",2,4,4,4,4,2,2,2,2,"To make his pain go away",5,6,4,2,"Because it didn't seem as a life or death pain. But also not as if he was exagerating. Somewhat mild.",5,2,5,2,2,4,1,5,3,5,6,4,2,"Because if he follows my recomendations he will eventually get better. No need for changing the dose.",5,2,5,1,4,5,1,5,3,"Telling him the importance of following as I say to eliminate his back pain. If not, he will continue with his pain. ","unmotivated","lazy","careless",7,2,5,3,"Dave",1,1,1,1,1,1,4,21,"Female","",4,"","",10,7,7,2,4,4,4,5,"White Low SES","White","Low SES",2,2,4,"Hispanic/Latinx","greater than $150,000",4,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,18,"R_1op3rKB5IqZWloS",0,0,5.937,0,"Hard working","African American / Black","Man",4,3,4,4,1,4,3,1,1,"In general, it is important for doctors to consider how racial and ethnic backgrounds so not allign with protocol that is based off of mainly white people's health statistics. My biggest concern would be overlooking something that is common to certain ethnic communities. ",5,7,3,1.5,"It seemed like the patient was in a lot of pain, so the stronger medication would be for when the pain is at a max, and then acetaminophen for when the patient needs a mild pain medication. Both types of pain medicines at different levels so the patient can judge for themselves. ",5,3,4,4,2,1,3,5,5,5,6,4,2,"Since the patient did not follow the plan from before, I would like for them to try it again. ",5,3,2,2,4,2,3,5,2,"If I do not feel comfortable treating Dave since they cannot follow my treatment plan, I would refer them to a colleague who might be able to connect and communicate with Dave better than I am. ","Stressed","Overwhelmed","Confused",5,4,4,3,"Dave",4,2,5,5,1,5,1,21,"Female","",2,"","",8,1,7,3,3,3,2,4,"Black Low SES","Black","Low SES",2,2,4,"Asian/Asian American","less than $15,000",3,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,19,"R_yIU7viEfRUASxrj",0,0,5.31,0,"left side","lower back","sharp pain",4,2,4,5,1,4,4,1,4,"My biggest concern is that he receives the necessary treatment that he can afford and has equal access to. ",6,8,3,1.5,"I made those recommendations because without a better diagnosis, surgery should never truly be the first option. Also, the stronger opioids could lead to addiction, and we do not really know the pain tolerance of the patient. In turn, I choose the gel as it is easily accessible and can be put on quickly, and the weak opioid for his pain management. ",4,2,5,2,1,4,1,5,4,5,8,3,1.5,"I made the same recommendations as before as Dave was not consistent with his treatment. We can not be sure if the treatment given even works if Dave does not actively use it everyday. ",1,2,5,1,1,4,1,5,2,"I would give the same treatment however I would be more clear with treatment plan and maybe get in contact with a family member/significant other to ensure Dave is following the treatment given.","busy","unmotivated","stalemate",7,2,4,3,"Dave",4,4,4,3,1,3,1,19,"Female","",2,"","",7,1,7,2,4,3,2,4,"Black High SES","Black","High SES",2,1,3,"Asian/Asian American","less than $15,000",3.5,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,20,"R_1MZnw9HLYJECM3O",0,0,8.935,0,"Busy","Impatient","Outgoing",2,2,5,2,5,2,1,2,3,"With physical pain I would be unable to really understand what the cause is and would need to look at it and look for anything related",5,7,3,1.5,"If Dave's pain was severe or significant enough to impede his schedule, he would likely schedule an appointment with an in-person doctor realizing that it hurts a lot and should be looked at / treated soon",5,4,4,1,1,4,2,2,2,7,8,2,1,"If he was experiencing significant pain he wouldn't have had to find time to take them he would have been motivated to in order to relieve the pain",5,4,4,1,5,4,1,1,1,"I would note that it seems his pain has lessened or that my treatment for him is complete but he can stay in touch with our office if anything changes","Busy","Arrogant ","absent-minded",7,2,6,3,"Dave",3,4,5,4,1,5,2,21,"Female","",1,"","",7,7,7,2,3,2,2,4,"White High SES","White","High SES",1,4,5,"White/Caucasian","greater than $150,000",2.5,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,21,"R_27v5BAaOCqxUfkE",0,0,10.461,0,"mad ","stern ","pain ",3,4,5,2,5,3,1,1,2,"Have him touch certain areas on his shoulder and rate the pain, to see where it is originating. 
Biggest concern would be that he would not be able to work with this pain. ",7,8,2,1,"I am aware of the opioid epidemic and do not prescribe it willy nilly. So my first choice is to start with lower level pain medication. ",5,3,2,4,1,3,2,4,2,6,8,3,1.5,"I added a weaker opioid so that Dave could get stronger pain relief. ",5,3,2,2,3,4,2,3,2,"I would say that he needs to try my recommendations and exercises, with the pain medication before we move forward with anything. ","stubborn","shady","lazy",8,1,6,3,"Dave",3,2,3,2,4,2,4,21,"Female","",1,"","",7,6,6,2,3,4,2,4,"White High SES","White","High SES",1,4,5,"White/Caucasian","$100,001 - $150,000",3.5,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",22,22,"R_2EEqaPzihClqwmF",0,0,10.539,0,"male","young","fit",4,2,4,3,2,4,4,2,4,"Costs of treatment",4,8,4,2,"One for topographical treatment, one strong pain med (as his pain seemed decently severe)",5,2,5,4,2,2,4,5,4,4,8,4,2,"He did not try my original treatment so I prescribed it again!",4,2,3,2,2,3,4,5,2,"I would have a serious talk before prescribing more","young","male","fit",5,2,4,2,"Dave",2,3,3,2,2,2,4,21,"Female","",6,"White and Asian","",7,4,4,2,3,3,3,4,"Black Low SES","Black","Low SES",2,3,5,"Multiracial","$50,001 - $75,000",3,3,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,23,"R_3nCRAC3zhYpOYYA",0,0,5.468,0,"Pain","Discomfort","Patient",2,3,4,4,4,4,4,2,4,"The cause of the pain, how it affects his daily life, and if he's able to take the time to heal",5,6,4,2,"I'm assuming that he has already tried over the counter pain medicine (like Tylenol or Advil) to treat his pain and he is coming to me because those methods have not worked. I would not recommend a strong opioid because there is a greater risk of becoming reliant and it would not treat the cause of pain.",3,2,5,5,1,1,4,5,4,5,6,4,2,"I would keep the treatment the same because he hasn't been consistent. I don't know if the treatment has worked if he wasn't consistent with it. I want to try this option again.",3,2,5,5,1,1,4,5,5,"I would make sure that he understands that without consistency, his pain will not improve.","Struggling","Busy","Distracted",2,4,3,3,"Dave",2,2,2,2,3,2,4,25,"Non-Conform","",2,"","",3,1,2,2,2,2,2,3,"Black High SES","Black","High SES",2,2,4,"Asian/Asian American","less than $15,000",2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,24,"R_28UNfJZPefTF4N9",0,0,10.65,0,"Strong","Young ","Confident ",4,2,2,3,2,5,3,1,1,"His financial stance, how much he is able to endure the surgery, any past problems that may be concerning, any past social points as well ",5,8,3,1.5,"Because I want to make sure if the pain is relieved with less extreme measure than to impact him with the other options. ",4,1,4,4,1,3,5,5,5,3,4,6,3,"It is a stronger option than the last one I gave him, this will have a greater effect on his pain (hopefully)",4,1,4,3,1,4,4,5,5,"I want to give the same treatment as last time ","Disorganized ","Lazy","Consistant ",5,3,4,3,"Dave",5,4,5,4,1,5,1,19,"Female","",2,"","",7,7,7,2,4,1,3,1,"Black Low SES","Black","Low SES",4,3,7,"Asian/Asian American","greater than $150,000",2.5,2,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,25,"R_2hG0caXC0cuZ4EV",0,0,289.574,0,"Career","well oriented","Nice",3,2,4,3,1,4,2,1,1,"I would say if Dave would follow through with the follow up evaluation.",6,8,3,1.5,"I chose those so he can take the gel regularly but if the pain becomes to much take the low opiate.",5,3,4,4,4,2,1,5,5,5,8,3,1.5,"Take the gel and apply twice a day and take the pill when pain aggravates.",1,1,2,1,5,5,1,2,1,"Tell him he needs to follow through with medications","Lazy","Incompetent","Inconsistent ",10,1,7,4,"Dave",7,4,4,4,4,4,4,19,"Male","",4,"","",3,2,2,3,1,1,4,4,"Black High SES","Black","High SES",2,3,5,"Hispanic/Latinx","$15,000 - $30,000",1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,26,"R_2zkJzoqbdY9WPOK",0,0,5.352,0,"White","Male","Mid-30s",4,3,4,3,2,5,5,2,4,"I'd be concerned about how comfortable he might be financially to invest in his health and whether or not he'd be willing to accept the treatment I prescribe.",7,8,2,1,"Dave described a sharp back pain but his descriptions were somewhat vague. Unless I initially missed it, he didn't indicate that he had tried taking medication or seeking other home-treatments for this pain, so I recommended over-the-counter medicine initially to see if this could help relieve some pain.",3,2,4,4,2,2,3,4,4,5,6,4,2,"Because Dave said that he did not feel there was an improvement with over-the-counter prescriptions, I recommended slightly stronger medication. While Dave did not indicate that he was consistent with the recommendations, it seems as if he had tried the medication at least once, since he said he was not consistent but did not state that he didn't try the recommended treatment at all. I think the prescription should relieve his pain enough to make him feel as if the treatment is working, thus why I prescribed something stronger than the regular over the counter drugs. ",4,2,4,4,3,2,2,4,2,"I would likely talk to Dave about prioritizing his health. Firstly, I would ask if the pain is severely interfering with his daily life. It seems, because he has not taken initiative to follow the recommended treatment, that it may not be interfering with his life to the extent that there would be major changes in his daily life. However, it is hard to make assumptions like these. Instead, I would likely have him attend physical therapy sessions where he is required to work with a specialist that can guide him through exercises that may assist with his pain. Prescribing medication seems to be difficult because he cannot remember to take the prescriptions, so perhaps a more hands-on treatment may be the best way to approach Dave's situation.","Male","Sharp Pain","Forgets to follow treatment recommendations",7,3,5,3,"Dave",4,2,2,2,2,2,2,19,"Female","",2,"","",4,2,2,2,3,3,2,3,"White High SES","White","High SES",2,3,5,"Asian/Asian American","$15,000 - $30,000",3,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",27,27,"R_24Og4WHlhD4M8Fl",0,0,6.331,0,"hipster","relaxed","craftmanship",3,3,3,3,3,2,4,4,2,"Its effectiveness. ",6,7,3,1.5,"Given the pain described I felt like my suggestions make the most sense. Stronger drugs can still be used later on. ",5,2,4,2,1,3,2,4,2,6,7,3,1.5,"Dave will need to stick to the recommendations. Only when he does and it still doesn't work I would consider heavier drugs/ other treatments. ",4,2,4,2,3,3,4,4,2,"I would still propose the same thing. If Dave doesnt react or want to stick to my recommendations thats his fault. I wont change my recommendations unless he tries them. ","unorganized","demanding","Hipster",4,4,3,2,"Dave",4,4,2,3,4,3,4,26,"Female","",1,"","",8,1,5,4,2,3,2,1,"White Low SES","White","Low SES",3,3,6,"White/Caucasian","less than $15,000",2.5,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",28,28,"R_2cwRQ7FS8e5B5d0",0,0,6.61,0,"white","man","polished",4,4,2,4,1,4,2,2,3,"Him not thinking I'm credible doctor because I'm a woman",7,8,2,1,"I worry about prescribing opioids unless absolutely necessary because they are addictive. ",5,2,5,3,1,4,2,5,2,7,8,2,1,"I chose the same ones because he didn't even try using them.",5,2,5,1,5,5,1,2,1,"I would ask him what barriers he is facing in treatment","white","man","polished",8,1,5,3,"Dave",3,2,2,2,4,3,4,21,"Female","",2,"","",9,6,6,2,4,4,2,4,"White High SES","White","High SES",4,2,6,"Asian/Asian American","$100,001 - $150,000",4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",29,29,"R_xu2jgKkXTlXmlmF",0,0,6.517,0,"laborer","hard-working","adult",4,2,5,4,4,2,5,1,1,"The biggest concerns would be if the pain is work related or caused by something he did during work, it would be really difficult to treat because he might not be able to avoid doing it. Additionally, if the pain is due to damage to the nerve.",5,8,3,1.5,"I wanted to see if simple pain relief medications can treat Dave's pain in order to decide if it is just a simple problem or if it is more serious and needs further treatments like surgery. Moreover, those options are less expensive and more affordable. ",5,2,5,5,1,2,2,5,2,3,4,6,3,"He expressed still feeling pain during the follow-up appointment, so I wanted to give him something stronger to see if it will relieve his pain and fix the problem. I don't want to make him undergo a surgical procedure unless it is necessary.",5,5,2,3,1,4,1,5,2,"I would strongly request that he make sure to remember to follow my recommendation to treat his pain and take good care of his health. He must make sure to do what is necessary to remind himself to follow through with my recommendation by setting a reminder with an alarm or a notes or whatever works for him. ","forgetful","irresponsible","thoughtless",3,2,3,2,"Dave",1,2,5,5,1,4,1,23,"Female","",2,"","",3,3,2,3,2,2,4,4,"Black Low SES","Black","Low SES",1,2,3,"Asian/Asian American","$30,001 - $50,000",2,2,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
