"","X","ResponseId","Q141_First.Click","label2_1","label3_1","severe","likelihood1","likelihood2","likelihood3","likelihood4","adjustMyTreatment1","adjustMyTreatment2","adjustMyTreatment3","adjustMyTreatment4","concernsOpen","moveForwardOpen","label1_2","label2_2","label3_2","ladderDave","insurance_Patient","incomeDave","ed_Patient","manipulationCheck","healthLit_Patient","perspective1","perspective2","perspective3","perspective4","perspective5","perspective6","age_Self","gender_Self","gender_5_TEXT","race_Self","race_6_TEXT","race_7_TEXT","ladder_Self","income_Self","incomeYouth","ed_Own","ed_Dad","ed_Mom","politics_Self","telemed","patient","conditionRace","conditionSES","likelihood2Recode","likelihood3Recode","bias","raceFactor","incomeFactor","edParent","treatRecode1_1","treatRecode2_1","treatRecode1_2","treatRecode2_2","strike","treat1","treat2","treatSum","treatAvg","treatmentWhy","initiative","exaggerate","honest","clearer","givingUp","lazy","motivated","healthImproves","attributions","zScoreIncome","zScoreEd","objectiveSES","zScoreIncomeDave","zScoreEdDave","objectiveSESDave","adjust","perspective","study","Duration..in.seconds.","Finished","RecordedDate","patientId_1","feelingTherm_1_1","feelingTherm_1_2","feelingTherm_1_3","feelingTherm_1_4","feelingTherm_1_5","feelingTherm_1_6","feelingTherm_1_7","feelingTherm_1_8","feelingTherm_1_9","feelingTherm_1_10","feelingTherm_1_11","therm_1","therm_2","therm_3","therm_4","therm_5","therm_6","therm_7","therm_8","therm_9","therm_10","therm_11","feelingTherm","ladder_Patient","income_Patient","idRecall_1","idRecall_2","idRecall_3","load_Effort_1","load_Difficulty_1","gender_Self_5_TEXT","race_Self_6_TEXT","race_Self_7_TEXT","income_Youth","Patient2Name","Condition","Patient2","aid","cogLoad","loadCondition","incapable","deserve","difficult","busy","intelligent","notes","loadSum","loadMean","manipulationCheck_m","manipulationCheck_f","Gender","SES","jobTitle","jobTitle_6_TEXT","specialtyField","ladder_Childhood","politics_Own","yearsWork_1","specialty","jobTitle.1","yearsWorkCurrent_1","workWhere","workInsurancePercent_1","trainingDegree","trainingWhere","trainingWhere_US","trainingWhere_notUS","ref","Race"
"1695",1695,"R_2YS3UVII3tnQXkk",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Counsel him on compliance and consistently followed treatment plan",NA,NA,NA,NA,4,NA,2,NA,5,4,4,3,2,4,2,63,"Female",NA,1,NA,NA,9,3,NA,NA,3,2,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"Lidocaine patch often more helpful than narcotic ",4,3,4,NA,1,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,7,3,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,2,5,3,4,4,"Assessed symptoms.
Patient unable to comply with original recommendations.
Counseled him on the need for consistency and compliance.
Refilled medications for him.
Advised him to take Tylenol as directed and wear Lidocaine patch at least 12 hrs out of each 24 hrs.
F//U appt in 2 wks and call office before then if back pain not being controlled.",NA,NA,1,NA,NA,"Low","RN",NA,1,9,6,42,"Primary care","RN",3,NA,70,"3 Yr RN Diploma Degree",1,44,"",486268598,"White"
"1696",1696,"R_2YS3UVII3tnQXkk",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Counsel him on compliance and consistently followed treatment plan",NA,NA,NA,NA,4,NA,2,NA,5,4,4,3,2,4,2,63,"Female",NA,1,NA,NA,9,3,NA,NA,3,2,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"He needs to try these recommendations CONSISTENTLY for a few weeks",5,3,4,NA,1,3,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,7,3,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,2,5,3,4,4,"Patient continues to not follow plan of care.
Counseled him again on the importance of using meds as prescribed.
Advised him that back pain can last for weeks so it is very important to determine if the tier 1
meds provide pain relief or not before ordering more tests or medications.",NA,NA,1,NA,NA,"Low","RN",NA,1,9,6,42,"Primary care","RN",3,NA,70,"3 Yr RN Diploma Degree",1,44,"",486268598,"White"
"1697",1697,"R_XCceVZu2nq7JrmV",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counsel him at length again to adhere to my treatment recommendations.",NA,NA,NA,NA,2,NA,3,NA,6,3,4,4,2,4,2,68,"Male",NA,1,NA,NA,8,6,NA,NA,1,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,2,1,2,1,1,5,7,3,1.5,"first, OTC pain meds. Then, codeine if pain is till not controlled.",5,2,5,NA,1,2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,6,4,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteHighMale",NA,NA,NA,NA,1,4,4,4,4,"Patient is still complaining about pain. 
Patient is not adhering to my recommendations.
Have counseled patient at length regarding adhering to my recommendations and limitations of prescription refills.",NA,NA,1,NA,NA,"High","MD",NA,1,4,4,36,"Family practice","Physician",26,NA,80,"Osteopathic Physician",1,10,"",486258772,"White"
"1698",1698,"R_XCceVZu2nq7JrmV",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"counsel him at length again to adhere to my treatment recommendations.",NA,NA,NA,NA,2,NA,3,NA,6,3,4,4,2,4,2,68,"Male",NA,1,NA,NA,8,6,NA,NA,1,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,2,1,2,1,2,5,7,3,1.5,"No change in pain medication protocol. I likely would not refill the codeine.",5,4,4,NA,4,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,6,4,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteHighMale",NA,NA,NA,NA,2,4,4,4,4,"Patient still complaining of pain.
Patient is not adhering to recommendations.
Counseled at length about adhering to my recommendations and will not refill controlled substances for pain. ",NA,NA,1,NA,NA,"High","MD",NA,1,4,4,36,"Family practice","Physician",26,NA,80,"Osteopathic Physician",1,10,"",486258772,"White"
"1699",1699,"R_UokfAN9YFNFgTTz",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would advise that since he was non compliant to treatment there wasn't much I was going to be able to do for him from here. ",NA,NA,NA,NA,2,NA,2,NA,2,2,2,2,4,4,4,41,"Female",NA,1,NA,NA,6,6,NA,NA,2,3,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"Patient advises of dull ache. Always treat conservatively first. ",4,3,4,NA,2,3,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,5,4,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,2,4,4,4,3,"Dave complains of ongoing dull left sided back ache x approx 1 month. 
Dave was not compliant with my recommendations of tylenol and topical lidocaine. 
Dave needs to be questioned on his goal and the possibly re-educated on the importance of following treatment plan. ",NA,NA,1,NA,NA,"Low","RN",NA,1,4,5,21,"Nursing ","Registered Nurse",10,NA,70,"Bachelor's Degree",1,26,"",485520384,"White"
"1700",1700,"R_UokfAN9YFNFgTTz",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would advise that since he was non compliant to treatment there wasn't much I was going to be able to do for him from here. ",NA,NA,NA,NA,2,NA,2,NA,2,2,2,2,4,4,4,41,"Female",NA,1,NA,NA,6,6,NA,NA,2,3,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"Conservative treatment first and he reports a dull ache. He did not follow through with treatment so I have no reason to advance my level of pain modalities. ",5,3,3,NA,4,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,5,4,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,2,3,5,3,2,"Complains of ongoing dull back ache x approx 8 weeks. 
Has been non-compliant with treatment recommendations. 
Need to assess for comprehension and understanding of how to implement health care.",NA,NA,1,NA,NA,"Low","RN",NA,1,4,5,21,"Nursing ","Registered Nurse",10,NA,70,"Bachelor's Degree",1,26,"",485520384,"White"
"1701",1701,"R_27l3MEGD86DRBJo",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reinforce recommended treatment plan. Attempt to find barriers to following treatment plan. Attempt to help him find ways that will help him remember his treatment",NA,NA,NA,NA,3,NA,2,NA,3,2,4,4,3,3,4,40,"Female",NA,1,NA,NA,6,6,NA,NA,2,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"Start with the lowest tier that may be able to alleviate his pain. ",5,3,5,NA,1,3,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,5,4,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,2,5,3,3,3,"Continues to have Left lower back pain. Has not followed recommended treatment plan of acetaminophenand lidocaine patch. Will reinforce importance of following treatment plan as prescribed.",NA,NA,1,NA,NA,"Low","RN",NA,1,3,5,17,"Family practice","RN",6,NA,60,"BSN",1,52,"",486268599,"White"
"1702",1702,"R_27l3MEGD86DRBJo",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reinforce recommended treatment plan. Attempt to find barriers to following treatment plan. Attempt to help him find ways that will help him remember his treatment",NA,NA,NA,NA,3,NA,2,NA,3,2,4,4,3,3,4,40,"Female",NA,1,NA,NA,6,6,NA,NA,2,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"Dave needs to try the recommended treatment, as prescribed, first. I do not know if it helps if he doesn't follow recommendations. ",5,3,5,NA,1,3,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,5,4,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,2,5,3,3,3,"Here for f/u left lower back pain. States no improvement, but has continued to not follow treatment recommendations. Will reinforce importance of adhering to treatment plan.",NA,NA,1,NA,NA,"Low","RN",NA,1,3,5,17,"Family practice","RN",6,NA,60,"BSN",1,52,"",486268599,"White"
"1703",1703,"R_3NzhP54ClwYefTd",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Continue same recommendations, offer physical therapy",NA,NA,NA,NA,2,NA,3,NA,6,3,3,3,3,3,3,33,"Female",NA,1,NA,NA,9,5,NA,NA,2,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"This is the recommended starting pain medication regimen; one should start with these medications before advancing to stronger pain medications. ",4,3,5,NA,3,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,7,6,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteHighMale",NA,NA,NA,NA,3,4,3,3,3,"'-Patient returns for continued pain.
-He has not been able to start the recommended regimen due to being busy.
-Recommend acetaminophen, NSAID, and/or topical analgesic. ",NA,NA,1,NA,NA,"High","MD",NA,1,6,1,5,"Family medicine, hospice/palliative medicine","Physician",1,NA,70,"MD",1,24,"",486314482,"White"
"1704",1704,"R_3NzhP54ClwYefTd",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Continue same recommendations, offer physical therapy",NA,NA,NA,NA,2,NA,3,NA,6,3,3,3,3,3,3,33,"Female",NA,1,NA,NA,9,5,NA,NA,2,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"Since he still needs to start with the initial regimen, I would continue to recommend this. ",4,3,4,NA,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,7,6,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteHighMale",NA,NA,NA,NA,3,4,3,3,3,"'-Patient returns for continued pain.
-Recommend same regimen as he has not started initial regimen
-Offered physical therapy",NA,NA,1,NA,NA,"High","MD",NA,1,6,1,5,"Family medicine, hospice/palliative medicine","Physician",1,NA,70,"MD",1,24,"",486314482,"White"
"1705",1705,"R_2zjtOkdDBepe9Tp",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I might refer to ortho for possible causes for pain.",NA,NA,NA,NA,2,NA,3,NA,5,4,3,4,1,4,1,59,"Male",NA,1,NA,NA,10,6,NA,NA,3,3,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,2,2,1,7,8,2,1,"He did not say the pain was real severe.",5,1,5,NA,1,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,7,4,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,5,1,5,5,"Patient is very busy and has trouble following medical treatments.",NA,NA,1,NA,NA,"High","MD",NA,1,9,4,22,"oncology","MD",22,NA,73,"Doctor of Medicine",1,34,"",486314023,"White"
"1706",1706,"R_2zjtOkdDBepe9Tp",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I might refer to ortho for possible causes for pain.",NA,NA,NA,NA,2,NA,3,NA,5,4,3,4,1,4,1,59,"Male",NA,1,NA,NA,10,6,NA,NA,3,3,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,2,2,2,5,6,4,2,"He is very busy and needs something that will work fast for him.",5,1,5,NA,2,1,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,7,4,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,5,2,5,5,"Patient is very busy and need a fast treatment.",NA,NA,1,NA,NA,"High","MD",NA,1,9,4,22,"oncology","MD",22,NA,73,"Doctor of Medicine",1,34,"",486314023,"White"
"1707",1707,"R_1hxLgseg1enHo3L",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Must understand HIS perception of pain.  His understanding of what it means to get better HIS understanding of what he must do and how a physician /medicine can help him.",NA,NA,NA,NA,3,NA,3,NA,4,3,2,3,3,3,3,63,"Female",NA,1,NA,NA,10,7,NA,NA,3,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"I have NO history as to what he has tried.. Furthermore I do not know the history etiology . I personally would not try anything until I knew more",3,3,5,NA,1,1,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,7,4,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteLowMale",NA,NA,NA,NA,3,5,2,3,3,"Dave seen in Follow up.  Do not have detailed history of pain etiology.  do not know what makes pain better or worse.  Do not know what he has tried.  do not know family history.. do not know work/home life.  ",NA,NA,1,NA,NA,"Low","MD",NA,1,5,4,34,"Family Medicine","Physician Urgent care",6,NA,87,"MD",1,14,"",486313062,"White"
"1708",1708,"R_1hxLgseg1enHo3L",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Must understand HIS perception of pain.  His understanding of what it means to get better HIS understanding of what he must do and how a physician /medicine can help him.",NA,NA,NA,NA,3,NA,3,NA,4,3,2,3,3,3,3,63,"Female",NA,1,NA,NA,10,7,NA,NA,3,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"I would explore further why he did not try the above.  ""too busy"" Does not believe OTC works? Seeking rx as belief is Rx works better. Still do not know etiology of pain.  ",3,3,5,NA,1,1,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,7,4,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteLowMale",NA,NA,NA,NA,3,5,3,3,3,"Dave presents in follow up.  He has not yet tried the recommendations.  Used the phrase ""it slipped my mind"".  Need to pursue activity level, home life, business, perception of. OTC medication",NA,NA,1,NA,NA,"Low","MD",NA,1,5,4,34,"Family Medicine","Physician Urgent care",6,NA,87,"MD",1,14,"",486313062,"White"
"1709",1709,"R_3nPDhzLNlunFFbg",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"explain options and let him decide what to do",NA,NA,NA,NA,4,NA,2,NA,4,2,4,4,4,4,4,33,"Female",NA,1,NA,NA,8,6,NA,NA,3,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,2,1,1,7,8,2,1,"always go conservative first if unsure what cause of pain is",5,3,4,NA,2,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,5,4,NA,NA,NA,NA,NA,"","","",7,"Dave","WhiteHighMale",NA,NA,NA,NA,3,4,4,4,3,"'-did not follow through with first recommendation
-pain continued
-increased pain medicines",NA,NA,1,NA,NA,"High","RN",NA,1,9,3,12,"primary care","Clinical Manager",8,NA,92,"Masters",1,39,"",486269527,"White"
"1710",1710,"R_3nPDhzLNlunFFbg",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"explain options and let him decide what to do",NA,NA,NA,NA,4,NA,2,NA,4,2,4,4,4,4,4,33,"Female",NA,1,NA,NA,8,6,NA,NA,3,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,2,1,2,6,7,3,1.5,"patient may be more compliant
",5,4,4,NA,3,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,5,4,NA,NA,NA,NA,NA,"","","",7,"Dave","WhiteHighMale",NA,NA,NA,NA,4,4,4,4,3,"'-continues to not follow directive
-explained options and treatment
-aware when to follow-up ",NA,NA,1,NA,NA,"High","RN",NA,1,9,3,12,"primary care","Clinical Manager",8,NA,92,"Masters",1,39,"",486269527,"White"
"1711",1711,"R_2ZCGBgFmiTSzqln",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would review the treatment plan with Dave, provide education and dress the importance of following the treatment plan to improve",NA,NA,NA,NA,3,NA,2,NA,3,2,2,2,4,2,2,33,"Female",NA,1,NA,NA,8,6,NA,NA,4,4,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"Unsure on pain etiology ",5,1,NA,NA,1,3,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,5,3,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteLowMale",NA,NA,NA,NA,1,5,3,4,5,"'-did not follow treatment plan therefore unsure if original tx plan would be successful 
-will educate and discuss sticking to the treatment plan 
-follow up in 1 week ",NA,NA,1,NA,NA,"Low","RN",NA,1,8,5,13,"Pediatrics ","Registered nurse pediatric triage remote ",3,NA,70,"Bachelors ",1,39,"",486268540,"White"
"1712",1712,"R_2ZCGBgFmiTSzqln",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would review the treatment plan with Dave, provide education and dress the importance of following the treatment plan to improve",NA,NA,NA,NA,3,NA,2,NA,3,2,2,2,4,2,2,33,"Female",NA,1,NA,NA,8,6,NA,NA,4,4,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"He did not follow the original treatment plan. I would not prescribe opioids without first trying the most conservative tx plan ",5,3,4,NA,2,3,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,5,3,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteLowMale",NA,NA,NA,NA,3,4,3,3,5,"'-Dave continues to not follow treatment plan 
-provide further education 
-follow up within 3 days ",NA,NA,1,NA,NA,"Low","RN",NA,1,8,5,13,"Pediatrics ","Registered nurse pediatric triage remote ",3,NA,70,"Bachelors ",1,39,"",486268540,"White"
"1713",1713,"R_24PjQQSV6yw8C3U",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advise an inperson appt to evaluate his health concern",NA,NA,NA,NA,2,NA,2,NA,4,4,4,3,3,3,3,65,"Female",NA,1,NA,NA,8,6,NA,NA,2,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"There is not enough information to determine greater need",5,3,5,NA,1,3,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,5,2,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,1,4,3,3,3,"Recommend trial of conservative tx before progressing to further options.",NA,NA,1,NA,NA,"Low","RN",NA,1,3,6,42,"Surgery & Primary Care","PCMH Nurse Manager for Primary Care",11,NA,70,"grad school",1,15,"",486268646,"White"
"1714",1714,"R_24PjQQSV6yw8C3U",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advise an inperson appt to evaluate his health concern",NA,NA,NA,NA,2,NA,2,NA,4,4,4,3,3,3,3,65,"Female",NA,1,NA,NA,8,6,NA,NA,2,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"Until further testing is done a conservative measure should be used first",5,3,5,NA,1,3,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,5,2,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,3,5,3,3,3,"Recommend conservative tx and in person appt to evaluate pain level & cause",NA,NA,1,NA,NA,"Low","RN",NA,1,3,6,42,"Surgery & Primary Care","PCMH Nurse Manager for Primary Care",11,NA,70,"grad school",1,15,"",486268646,"White"
"1715",1715,"R_2ARwq9oCZZAZCLo",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would try to motivate and engage him in his care. I would use motivational interviewing and guide him to set goals and strategies to comply with treatment plan",NA,NA,NA,NA,4,NA,2,NA,1,5,1,1,5,1,5,61,"Female",NA,1,NA,NA,7,4,NA,NA,2,2,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"Start with most conservative approach that can provide relief and observe outcome ",4,1,4,NA,1,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,3,1,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteLowMale",NA,NA,NA,NA,1,5,3,5,4,"C/o mild back Left low pain. Patient did not implement previously recommended trial of APAP and topical lidocaine gel. This RN encouraged pt to use the Tylenol and Lidocaine as prescribed and to return to clinic in one month if pain is unrelieved. ",NA,NA,1,NA,NA,"Low","RN",NA,1,7,1,26,"Primary care","Case manager",6,NA,51,"Masters ",1,34,"",486268170,"White"
"1716",1716,"R_2ARwq9oCZZAZCLo",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would try to motivate and engage him in his care. I would use motivational interviewing and guide him to set goals and strategies to comply with treatment plan",NA,NA,NA,NA,4,NA,2,NA,1,5,1,1,5,1,5,61,"Female",NA,1,NA,NA,7,4,NA,NA,2,2,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"He needs to try this first. He didn’t give this approach a reasonable trial to know if it will help or not ",4,2,4,NA,1,1,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,3,1,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteLowMale",NA,NA,NA,NA,2,5,4,5,4,"Pt continues to c/o of low back pain. He has not yet been compliant with recommended treatment. Barriers to compliance explored with patient. Strategies suggested include setting an alarm on his cell phone to take Tylenol and apply lidocaine as directed. Patient agrees with plan",NA,NA,1,NA,NA,"Low","RN",NA,1,7,1,26,"Primary care","Case manager",6,NA,51,"Masters ",1,34,"",486268170,"White"
"1717",1717,"R_2E4ZvFlEcEqn7gC",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advise to follow treatment regimen and follow-up in two weeks.",NA,NA,NA,NA,2,NA,2,NA,5,4,4,3,4,2,3,63,"Female",NA,1,NA,NA,9,6,NA,NA,2,2,NA,2,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"Very limited information regarding the extent of the pain or previous interventions.",5,3,3,NA,3,3,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,5,2,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteHighMale",NA,NA,NA,NA,1,4,3,4,3,"Dave states he is too busy to try the conservative pain relief measures discussed in our last visit.
Will stress importance of trying these interventions first before moving on to higher levels of pain management.
Will schedule follow-up telehealth visit in 2 weeks.
Advised to contact provider if pain increases or other symptoms develop.",NA,NA,1,NA,NA,"High","RN",NA,1,3,6,42,"Primary care","Corporate Compliance",13,NA,36,"Bachelor's",1,25,"",486268795,"White"
